time,Ta_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term
2026-04-02 13:46:00,25.47,38.0,38.20001402714172,5.658139750805564,0.12,-0.20001402714171945,1.9527179259824279,-12.000841628503167
2026-04-02 13:47:00,25.47,38.0,38.1919416681656,5.858153777947283,0.12,0.0,1.9527179259824279,12.000841628503167
2026-04-02 13:48:00,25.47,38.0,38.192258251674616,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:49:00,25.47,38.0,38.19256884023488,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:50:00,25.47,38.0,38.19287354736907,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:51:00,25.47,38.0,38.193172484450166,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:52:00,25.47,38.0,38.19346576074214,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:53:00,25.47,38.0,38.19375348343991,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:54:00,25.47,38.0,38.1940357577085,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:55:00,25.47,38.0,38.19431268672148,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:56:00,25.47,38.0,38.1945843716987,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:57:00,25.47,38.0,38.19485091194327,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:58:00,25.47,38.0,38.19511240487785,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 13:59:00,25.47,38.0,38.19536894608026,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 14:00:00,25.65,38.0,38.19902917949785,5.858153777947283,0.12,0.0,1.9527179259824279,0.0
2026-04-02 14:01:00,25.65,38.0,38.20262010130837,5.645402671573496,0.12,-0.20262010130836927,1.949340924293955,-12.157206078502156
2026-04-02 14:02:00,25.65,38.0,38.19738246156929,5.8480227728818654,0.12,0.0,1.949340924293955,12.157206078502156
2026-04-02 14:03:00,25.65,38.0,38.20058739663186,5.637406006418412,0.12,-0.20058739663186032,1.9459978010167573,-12.035243797911619
2026-04-02 14:04:00,25.65,38.0,38.19505896615987,5.837993403050272,0.12,0.0,1.9459978010167573,12.035243797911619
2026-04-02 14:05:00,25.65,38.0,38.19789491528338,5.837993403050272,0.12,0.0,1.9459978010167573,0.0
2026-04-02 14:06:00,25.65,38.0,38.20067716176859,5.627282383193254,0.12,-0.20067716176858852,1.9426531816539476,-12.040629706115311
2026-04-02 14:07:00,25.65,38.0,38.19473016579416,5.827959544961843,0.12,0.0,1.9426531816539476,12.040629706115311
2026-04-02 14:08:00,25.65,38.0,38.19715917184028,5.827959544961843,0.12,0.0,1.9426531816539476,0.0
2026-04-02 14:09:00,25.65,38.0,38.199542181280876,5.827959544961843,0.12,0.0,1.9426531816539476,0.0
2026-04-02 14:10:00,25.65,38.0,38.2018800651256,5.615985476579963,0.12,-0.20188006512560008,1.9392885139018543,-12.112803907536005
2026-04-02 14:11:00,25.65,38.0,38.19544511193188,5.817865541705563,0.12,0.0,1.9392885139018543,12.112803907536005
2026-04-02 14:12:00,25.65,38.0,38.19744493348117,5.817865541705563,0.12,0.0,1.9392885139018543,0.0
2026-04-02 14:13:00,25.65,38.0,38.199406885629905,5.817865541705563,0.12,0.0,1.9392885139018543,0.0
2026-04-02 14:14:00,25.65,38.0,38.20133168548781,5.606467271943364,0.12,-0.20133168548780844,1.9359329858103909,-12.079901129268507
2026-04-02 14:15:00,25.65,38.0,38.19451518058457,5.807798957431173,0.12,0.0,1.9359329858103909,12.079901129268507
2026-04-02 14:16:00,25.65,38.0,38.19611809472401,5.807798957431173,0.12,0.0,1.9359329858103909,0.0
2026-04-02 14:17:00,25.65,38.0,38.19769065545635,5.807798957431173,0.12,0.0,1.9359329858103909,0.0
